Date,Station,tmax_c,tmin_c,prcp_mm,wind_max2m_ms,srad_MJm2,ETo_mm,wind_mean2m_ms
2020-08-30,Radium,31.8,16.7,0,5.6,NA,3.78,2.1
2020-08-31,Radium,25.8,17.8,0,12.3,NA,4.65,3.1
2020-09-01,Radium,28.7,18.4,0,4,NA,2.29,1.2
2020-09-02,Radium,31.1,16.8,0,5.3,NA,4.24,1.3
2020-09-03,Radium,27.7,15.6,0,10.1,NA,5.51,2.7
2020-09-04,Radium,31.7,10.8,0,4.9,NA,5,1.3
2020-09-05,Radium,33.8,18.2,0,8.4,NA,5.74,2.4
2020-09-06,Radium,37.3,21.3,0,10.9,NA,7.52,5.1
2020-09-07,Radium,34.9,16.1,0,9.7,NA,5.46,2.8
2020-09-08,Radium,19.3,6.3,4.32,11.1,NA,0.89,5.4
2020-09-09,Radium,7.8,4.9,20.32,9.3,NA,0.43,4.7
2020-09-10,Radium,11.6,6.6,0.25,6.9,NA,0.97,3
2020-09-11,Radium,19.6,10.2,0,5.1,NA,1.78,1.3
2020-09-12,Radium,27.3,9.8,0,6.3,NA,4.42,1.8
2020-09-13,Radium,29.3,9.8,0,5,NA,4.65,1.1
2020-09-14,Radium,26.6,9.2,0,5.1,NA,4.01,1.2
2020-09-15,Radium,28.1,8.9,0,9,NA,4.57,1.7
2020-09-16,Radium,30.2,10.6,0,6.7,NA,4.72,1.7
2020-09-17,Radium,26.1,12.1,0,4.6,NA,3.45,1.6
2020-09-18,Radium,25.8,9.9,0,5.4,NA,3.66,1.7
2020-09-19,Radium,27.2,10.6,0,9.5,NA,4.01,3.5
2020-09-20,Radium,27.5,13,0,10,NA,4.72,4.3
2020-09-21,Radium,28.1,9.8,0,8.5,NA,4.37,3.1
2020-09-22,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-23,Radium,27.6,8.4,0,7.3,NA,7.67,2.4
2020-09-24,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-25,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-26,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-27,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-28,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-29,Radium,NA,NA,NA,NA,NA,NA,NA
2020-09-30,Radium,NA,NA,NA,NA,NA,NA,NA
2020-10-01,Radium,NA,NA,NA,NA,NA,NA,NA
2020-10-02,Radium,24.3,1.7,0,10.9,NA,4.57,3.2
2020-10-03,Radium,22.2,7.6,0,12.2,NA,3.68,3.9
2020-10-04,Radium,22.9,1.1,0,9,NA,4.01,3
2020-10-05,Radium,29.1,11,0,12,NA,4.9,4.5
2020-10-06,Radium,30.9,7.7,0,6.1,NA,4.04,1.8
2020-10-07,Radium,35.5,9.2,0,7.5,NA,5.31,2.7
2020-10-08,Radium,31.3,12,0,11.2,NA,5.08,3.8
2020-10-09,Radium,33.5,12.5,0,12.1,NA,5.92,4.8
2020-10-10,Radium,28.6,7,0,6.5,NA,3.43,2.2
2020-10-11,Radium,33.3,16.1,0,NA,NA,5.49,6.5
2020-10-12,Radium,24.3,2.7,0,17.8,NA,4.37,3.5
2020-10-13,Radium,26.4,5,0,8.8,NA,4.42,2.9
2020-10-14,Radium,27.6,10.5,0,11,NA,5.18,5.1
2020-10-15,Radium,13.9,4,0,9.5,NA,2.13,3.3
2020-10-16,Radium,18.9,5,0,11.3,NA,3.53,3.6
2020-10-17,Radium,24.3,9.7,0,11.6,NA,3.99,4.6
2020-10-18,Radium,11.9,2.9,0,13.4,NA,1.5,5.9
2020-10-19,Radium,11.9,1.6,0,6.4,NA,2.11,2.1
2020-10-20,Radium,14.3,1.6,0,5.6,NA,0.97,2
2020-10-21,Radium,11.4,2,0,6.6,NA,0.25,2.1
2020-10-22,Radium,27.7,3.4,0,14.3,NA,3.02,7
2020-10-23,Radium,7.7,-3.3,0,12.8,NA,1.96,7.1
2020-10-24,Radium,8.8,-4.2,0,8.1,NA,1.8,3.1
2020-10-25,Radium,2.4,-3.3,0,11.7,NA,0.56,6.1
2020-10-26,Radium,-3,-7.1,0,12.3,NA,0.53,6.7
2020-10-27,Radium,1.7,-6.1,0.51,6.6,NA,0.71,2.2
2020-10-28,Radium,10,-0.6,4.06,9.8,NA,1.24,2.6
2020-10-29,Radium,13.8,2.2,0.25,13.9,NA,2.29,5
2020-10-30,Radium,23.5,0.6,0,7.7,NA,3.07,3.2
2020-10-31,Radium,21.2,3.9,0,10.9,NA,3.4,4.8
2020-11-01,Radium,14.6,-2.5,0,5,NA,2.29,2.1
2020-11-02,Radium,24.1,-0.7,0,6.6,NA,2.67,2.5
2020-11-03,Radium,26.3,3.9,0,11.2,NA,3.45,3.5
2020-11-04,Radium,24.4,3.5,0,6.2,NA,2.49,2.5
2020-11-05,Radium,25.9,3.2,0,6.7,NA,3.2,2.5
2020-11-06,Radium,25.2,0.8,0,10.2,NA,3.25,3.8
2020-11-07,Radium,23.3,13.7,0,14.2,NA,2.92,7
2020-11-08,Radium,24.1,11.9,0,17,NA,3.15,8.4
2020-11-09,Radium,23.7,0.8,4.32,14.2,NA,2.41,7.4
2020-11-10,Radium,7.9,-1.5,1.27,10.3,NA,1.12,4.8
2020-11-11,Radium,13.4,-4.5,0,6.4,NA,1.85,1.7
2020-11-12,Radium,12.1,-3.5,0,12,NA,1.75,3.5
2020-11-13,Radium,10.3,-8.8,0,8.4,NA,1.65,3
2020-11-14,Radium,19.9,1.3,0,17.5,NA,3,6.6
2020-11-15,Radium,13.3,-2.3,0,10.7,NA,2.64,4
2020-11-16,Radium,19.5,-2.2,0,8,NA,2.79,2.9
2020-11-17,Radium,21.3,1.2,0,12,NA,3.43,4
2020-11-18,Radium,24.3,8.3,0,15.3,NA,4.93,7.7
2020-11-19,Radium,23.8,6.3,0,11.7,NA,3.23,4.2
